batch_id,process_step,machine_id,start_time,end_time,duration,operator,quality_flag,defect_type,remarks,material_moved
BATCH_1937,Surface Treatment,MACHINE_09,2025-09-08 18:21:15.732924,2025-09-08 18:43:14.087275,21.972572514055337,Operator_2,Fail,None,,False
BATCH_1937,Semi-finished Inspection,MACHINE_10,2025-09-08 18:51:15.732924,2025-09-08 19:22:07.570455,30.86395885679352,Operator_3,Fail,None,,False
BATCH_1937,Silk Printing,MACHINE_11,2025-09-08 19:21:15.732924,2025-09-08 19:51:46.573215,30.514004854395893,Operator_20,Fail,None,,False
BATCH_1937,Final Assembly,MACHINE_12,2025-09-08 19:51:15.732924,2025-09-08 20:12:13.597735,20.964413510026645,Operator_3,Pass,None,,True
BATCH_1937,Quality Inspection,MACHINE_13,2025-09-08 20:21:15.732924,2025-09-08 20:51:49.665785,30.565547680562588,Operator_13,Pass,None,,False
BATCH_1937,Warehousing,MACHINE_14,2025-09-08 20:51:15.732924,2025-09-08 21:26:14.762902,34.9838329603471,Operator_5,Pass,None,,True
BATCH_1937,Shipment,MACHINE_15,2025-09-08 21:21:15.732924,2025-09-08 22:16:45.396409,55.49439141031017,Operator_14,Scrap,None,,False
BATCH_4193,Material Application,MACHINE_01,2025-09-08 14:21:15.732924,2025-09-08 14:31:10.425718,9.911546573369895,Operator_16,Fail,None,,False
BATCH_4193,Blanking,MACHINE_02,2025-09-08 14:51:15.732924,2025-09-08 15:01:22.050380,10.105290934434962,Operator_7,Pass,None,,False
BATCH_4193,Laser Cutting,MACHINE_03,2025-09-08 15:21:15.732924,2025-09-08 15:31:59.004646,10.721195371775014,Operator_6,Pass,None,,True
BATCH_4193,CNC Punching,MACHINE_04,2025-09-08 15:51:15.732924,2025-09-08 16:30:26.328369,39.176590743747084,Operator_3,Scrap,None,,True
BATCH_4193,Press Brake Bending,MACHINE_05,2025-09-08 16:21:15.732924,2025-09-08 16:45:51.275640,24.592378600183157,Operator_5,Fail,Misalignment,,True
BATCH_4193,Fitter Riveting,MACHINE_06,2025-09-08 16:51:15.732924,2025-09-08 17:31:46.092081,40.50598594663083,Operator_9,Pass,None,,False
BATCH_4193,Welding,MACHINE_07,2025-09-08 17:21:15.732924,2025-09-08 18:04:34.206225,43.30788835431816,Operator_12,Pass,None,,False
BATCH_4193,Polishing,MACHINE_08,2025-09-08 17:51:15.732924,2025-09-08 18:49:03.591188,57.797637730619805,Operator_2,Pass,None,,True
BATCH_4193,Surface Treatment,MACHINE_09,2025-09-08 18:21:15.732924,2025-09-08 18:26:22.036619,5.105061590172934,Operator_7,Fail,None,Power surge,False
BATCH_4193,Semi-finished Inspection,MACHINE_10,2025-09-08 18:51:15.732924,2025-09-08 19:16:44.224835,25.474865179788228,Operator_19,Pass,None,,True
BATCH_4193,Silk Printing,MACHINE_11,2025-09-08 19:21:15.732924,2025-09-08 20:16:31.765597,55.26721121919898,Operator_10,Scrap,None,,False
BATCH_4193,Final Assembly,MACHINE_12,2025-09-08 19:51:15.732924,2025-09-08 20:29:44.579543,38.48077698826371,Operator_18,Fail,None,,False
BATCH_4193,Quality Inspection,MACHINE_13,2025-09-08 20:21:15.732924,2025-09-08 20:41:24.025955,20.138217186748754,Operator_13,Fail,None,,True
BATCH_4193,Warehousing,MACHINE_14,2025-09-08 20:51:15.732924,2025-09-08 21:13:54.112273,22.639655811522736,Operator_4,Fail,None,,True
BATCH_4193,Shipment,MACHINE_15,2025-09-08 21:21:15.732924,2025-09-08 21:44:39.333080,23.393335933164526,Operator_14,Scrap,None,,False
BATCH_6654,Material Application,MACHINE_01,2025-09-08 14:21:15.732924,2025-09-08 15:09:16.654938,48.01536690416901,Operator_5,Fail,None,,True
BATCH_6654,Blanking,MACHINE_02,2025-09-08 14:51:15.732924,2025-09-08 15:21:36.682625,30.349161689268406,Operator_9,Scrap,None,,False
BATCH_6654,Laser Cutting,MACHINE_03,2025-09-08 15:21:15.732924,2025-09-08 16:14:35.917105,53.33640301873109,Operator_15,Pass,None,,False
BATCH_6654,CNC Punching,MACHINE_04,2025-09-08 15:51:15.732924,2025-09-08 16:30:27.537226,39.1967383741783,Operator_10,Pass,None,Material issue,True
BATCH_6654,Press Brake Bending,MACHINE_05,2025-09-08 16:21:15.732924,2025-09-08 16:42:30.084124,21.23918667180968,Operator_1,Fail,None,Tool change,True
BATCH_6654,Fitter Riveting,MACHINE_06,2025-09-08 16:51:15.732924,2025-09-08 16:59:31.699668,8.266112394583622,Operator_5,Scrap,None,,True
BATCH_6654,Welding,MACHINE_07,2025-09-08 17:21:15.732924,2025-09-08 18:02:38.762227,41.383821723059036,Operator_7,Pass,None,,False
BATCH_6654,Polishing,MACHINE_08,2025-09-08 17:51:15.732924,2025-09-08 18:25:52.231937,34.608316883948206,Operator_15,Scrap,None,,False
BATCH_6654,Surface Treatment,MACHINE_09,2025-09-08 18:21:15.732924,2025-09-08 18:48:17.281188,27.025804393872818,Operator_2,Scrap,None,,True
BATCH_6654,Semi-finished Inspection,MACHINE_10,2025-09-08 18:51:15.732924,2025-09-08 19:04:10.704385,12.916191011288433,Operator_11,Pass,None,,False
BATCH_6654,Silk Printing,MACHINE_11,2025-09-08 19:21:15.732924,2025-09-08 20:00:06.000073,38.837785817233424,Operator_19,Pass,None,,True
BATCH_6654,Final Assembly,MACHINE_12,2025-09-08 19:51:15.732924,2025-09-08 20:29:38.493764,38.379347338808635,Operator_13,Fail,None,,False
BATCH_6654,Quality Inspection,MACHINE_13,2025-09-08 20:21:15.732924,2025-09-08 20:43:59.758347,22.73375705253011,Operator_6,Scrap,None,,True
BATCH_6654,Warehousing,MACHINE_14,2025-09-08 20:51:15.732924,2025-09-08 21:23:06.858688,31.85209607258876,Operator_8,Pass,None,,True
BATCH_6654,Shipment,MACHINE_15,2025-09-08 21:21:15.732924,2025-09-08 22:02:17.273012,41.02566813621013,Operator_9,Scrap,None,,True
BATCH_3329,Material Application,MACHINE_01,2025-09-08 14:21:15.732924,2025-09-08 14:33:33.454629,12.295361744426046,Operator_14,Pass,None,Power surge,True
BATCH_3329,Blanking,MACHINE_02,2025-09-08 14:51:15.732924,2025-09-08 15:13:08.788608,21.884261395414953,Operator_14,Pass,None,,False
BATCH_3329,Laser Cutting,MACHINE_03,2025-09-08 15:21:15.732924,2025-09-08 16:05:58.633869,44.71501574213608,Operator_19,Scrap,None,,True
BATCH_3329,CNC Punching,MACHINE_04,2025-09-08 15:51:15.732924,2025-09-08 16:24:40.600743,33.41446364840983,Operator_12,Scrap,Misalignment,,False
BATCH_3329,Press Brake Bending,MACHINE_05,2025-09-08 16:21:15.732924,2025-09-08 17:10:55.932014,49.669984837664764,Operator_10,Scrap,None,,False
BATCH_3329,Fitter Riveting,MACHINE_06,2025-09-08 16:51:15.732924,2025-09-08 17:26:51.624754,35.59819716556794,Operator_17,Fail,None,,True
BATCH_3329,Welding,MACHINE_07,2025-09-08 17:21:15.732924,2025-09-08 17:52:34.900627,31.319461715462552,Operator_8,Fail,None,,False
BATCH_3329,Polishing,MACHINE_08,2025-09-08 17:51:15.732924,2025-09-08 18:23:23.111958,32.12298389698877,Operator_7,Scrap,None,,False
BATCH_3329,Surface Treatment,MACHINE_09,2025-09-08 18:21:15.732924,2025-09-08 18:47:28.283856,26.20918220132998,Operator_10,Scrap,None,,False
BATCH_3329,Semi-finished Inspection,MACHINE_10,2025-09-08 18:51:15.732924,2025-09-08 19:10:46.348210,19.510254758587514,Operator_3,Fail,Crack,,False
BATCH_3329,Silk Printing,MACHINE_11,2025-09-08 19:21:15.732924,2025-09-08 20:05:31.413850,44.26134876364598,Operator_19,Scrap,None,,True
BATCH_3329,Final Assembly,MACHINE_12,2025-09-08 19:51:15.732924,2025-09-08 20:05:46.836652,14.518395468615696,Operator_10,Fail,None,,False
BATCH_3329,Quality Inspection,MACHINE_13,2025-09-08 20:21:15.732924,2025-09-08 21:02:55.979307,41.67077304865728,Operator_13,Scrap,None,Material issue,False
BATCH_3329,Warehousing,MACHINE_14,2025-09-08 20:51:15.732924,2025-09-08 21:10:57.455761,19.695380617483345,Operator_3,Scrap,None,,True
BATCH_3329,Shipment,MACHINE_15,2025-09-08 21:21:15.732924,2025-09-08 22:16:20.655999,55.082051243674385,Operator_18,Scrap,None,,True
BATCH_8929,Material Application,MACHINE_01,2025-09-08 14:21:15.732924,2025-09-08 15:01:09.486053,39.89588548615004,Operator_16,Scrap,None,,True
BATCH_8929,Blanking,MACHINE_02,2025-09-08 14:51:15.732924,2025-09-08 15:30:43.910287,39.46962271466361,Operator_12,Pass,None,,True
BATCH_8929,Laser Cutting,MACHINE_03,2025-09-08 15:21:15.732924,2025-09-08 16:13:02.033541,51.77167694470286,Operator_2,Pass,None,,True
BATCH_8929,CNC Punching,MACHINE_04,2025-09-08 15:51:15.732924,2025-09-08 16:12:58.751799,21.71698125789592,Operator_19,Fail,None,,True
BATCH_8929,Press Brake Bending,MACHINE_05,2025-09-08 16:21:15.732924,2025-09-08 16:37:28.121205,16.206471347941353,Operator_14,Scrap,None,,False
BATCH_8929,Fitter Riveting,MACHINE_06,2025-09-08 16:51:15.732924,2025-09-08 17:02:34.686928,11.31590006289967,Operator_10,Scrap,None,,False
BATCH_8929,Welding,MACHINE_07,2025-09-08 17:21:15.732924,2025-09-08 17:39:37.765458,18.367208907863834,Operator_10,Fail,None,,True
BATCH_8929,Polishing,MACHINE_08,2025-09-08 17:51:15.732924,2025-09-08 17:56:37.622621,5.364828276772945,Operator_12,Fail,None,,True
BATCH_8929,Surface Treatment,MACHINE_09,2025-09-08 18:21:15.732924,2025-09-08 19:07:52.894480,46.61935927148125,Operator_5,Scrap,None,,False
BATCH_8929,Semi-finished Inspection,MACHINE_10,2025-09-08 18:51:15.732924,2025-09-08 19:39:40.104673,48.40619581485883,Operator_8,Scrap,None,,True
BATCH_8929,Silk Printing,MACHINE_11,2025-09-08 19:21:15.732924,2025-09-08 20:18:27.245881,57.1918826101576,Operator_14,Pass,None,,True
BATCH_8929,Final Assembly,MACHINE_12,2025-09-08 19:51:15.732924,2025-09-08 20:29:20.706156,38.08288720747128,Operator_10,Scrap,None,,False
BATCH_8929,Quality Inspection,MACHINE_13,2025-09-08 20:21:15.732924,2025-09-08 21:06:29.421329,45.22814009056884,Operator_2,Fail,None,,True
BATCH_8929,Warehousing,MACHINE_14,2025-09-08 20:51:15.732924,2025-09-08 21:02:45.896549,11.50272709002066,Operator_13,Fail,None,,True
BATCH_8929,Shipment,MACHINE_15,2025-09-08 21:21:15.732924,2025-09-08 22:03:15.161821,41.99048162403099,Operator_16,Fail,None,,True
BATCH_7012,Material Application,MACHINE_01,2025-09-08 14:21:15.732924,2025-09-08 14:31:10.724474,9.916525833264483,Operator_11,Pass,None,,True
BATCH_7012,Blanking,MACHINE_02,2025-09-08 14:51:15.732924,2025-09-08 14:57:14.806242,5.984555300732898,Operator_20,Fail,None,,False
BATCH_7012,Laser Cutting,MACHINE_03,2025-09-08 15:21:15.732924,2025-09-08 15:40:38.495184,19.379371006408025,Operator_19,Pass,None,,True
BATCH_7012,CNC Punching,MACHINE_04,2025-09-08 15:51:15.732924,2025-09-08 16:05:01.130068,13.75661906137815,Operator_5,Scrap,None,,False
BATCH_7012,Press Brake Bending,MACHINE_05,2025-09-08 16:21:15.732924,2025-09-08 16:58:27.682551,37.19916045119652,Operator_11,Fail,None,,False
BATCH_7012,Fitter Riveting,MACHINE_06,2025-09-08 16:51:15.732924,2025-09-08 17:42:37.653901,51.36534961680408,Operator_15,Pass,None,,False
BATCH_7012,Welding,MACHINE_07,2025-09-08 17:21:15.732924,2025-09-08 17:26:17.158108,5.023753070900357,Operator_15,Pass,None,,True
BATCH_7012,Polishing,MACHINE_08,2025-09-08 17:51:15.732924,2025-09-08 18:26:23.050209,35.12195474348685,Operator_8,Pass,None,,True
BATCH_7012,Surface Treatment,MACHINE_09,2025-09-08 18:21:15.732924,2025-09-08 19:20:21.525391,59.09654111041305,Operator_19,Pass,None,,False
BATCH_7012,Semi-finished Inspection,MACHINE_10,2025-09-08 18:51:15.732924,2025-09-08 19:03:55.359418,12.660441571262968,Operator_19,Pass,Crack,,True
BATCH_7012,Silk Printing,MACHINE_11,2025-09-08 19:21:15.732924,2025-09-08 19:30:37.819152,9.368103799691694,Operator_10,Scrap,None,,False
BATCH_7012,Final Assembly,MACHINE_12,2025-09-08 19:51:15.732924,2025-09-08 20:21:28.637383,30.215074317703074,Operator_9,Pass,None,,False
BATCH_7012,Quality Inspection,MACHINE_13,2025-09-08 20:21:15.732924,2025-09-08 20:28:11.660671,6.932129114146019,Operator_11,Scrap,None,,False
BATCH_7012,Warehousing,MACHINE_14,2025-09-08 20:51:15.732924,2025-09-08 21:05:28.284409,14.209191421201535,Operator_6,Fail,None,,True
BATCH_7012,Shipment,MACHINE_15,2025-09-08 21:21:15.732924,2025-09-08 21:56:08.196117,34.874386552457665,Operator_5,Scrap,None,,True
BATCH_9228,Material Application,MACHINE_01,2025-09-08 14:21:15.732924,2025-09-08 15:07:09.749503,45.90027632112287,Operator_3,Scrap,None,,True
BATCH_9228,Blanking,MACHINE_02,2025-09-08 14:51:15.732924,2025-09-08 15:01:10.438535,9.911760180329038,Operator_13,Fail,None,,False
BATCH_9228,Laser Cutting,MACHINE_03,2025-09-08 15:21:15.732924,2025-09-08 15:53:20.811269,32.08463909119601,Operator_9,Fail,None,,True
BATCH_9228,CNC Punching,MACHINE_04,2025-09-08 15:51:15.732924,2025-09-08 16:36:10.250659,44.90862891530188,Operator_17,Scrap,None,,False
BATCH_9228,Press Brake Bending,MACHINE_05,2025-09-08 16:21:15.732924,2025-09-08 17:01:58.391858,40.71098224057518,Operator_14,Scrap,Crack,,True
BATCH_9228,Fitter Riveting,MACHINE_06,2025-09-08 16:51:15.732924,2025-09-08 17:32:53.789342,41.63427362874897,Operator_12,Scrap,None,,False
BATCH_9228,Welding,MACHINE_07,2025-09-08 17:21:15.732924,2025-09-08 17:34:29.902572,13.236160793772095,Operator_3,Fail,None,,True
BATCH_9228,Polishing,MACHINE_08,2025-09-08 17:51:15.732924,2025-09-08 18:22:23.794272,31.13435580615935,Operator_6,Fail,Crack,,True
BATCH_9228,Surface Treatment,MACHINE_09,2025-09-08 18:21:15.732924,2025-09-08 18:43:56.124571,22.673194121314037,Operator_17,Scrap,Crack,,True
BATCH_9228,Semi-finished Inspection,MACHINE_10,2025-09-08 18:51:15.732924,2025-09-08 19:36:42.106315,45.43955651845537,Operator_9,Scrap,None,,True
BATCH_9228,Silk Printing,MACHINE_11,2025-09-08 19:21:15.732924,2025-09-08 19:58:29.634543,37.23169365314659,Operator_14,Pass,None,,True
BATCH_9228,Final Assembly,MACHINE_12,2025-09-08 19:51:15.732924,2025-09-08 20:49:43.835954,58.46838383040241,Operator_5,Fail,None,,True
BATCH_9228,Quality Inspection,MACHINE_13,2025-09-08 20:21:15.732924,2025-09-08 21:06:11.347238,44.92690523986175,Operator_11,Pass,None,,True
BATCH_9228,Warehousing,MACHINE_14,2025-09-08 20:51:15.732924,2025-09-08 21:24:56.882326,33.68582336608023,Operator_18,Fail,None,,True
BATCH_9228,Shipment,MACHINE_15,2025-09-08 21:21:15.732924,2025-09-08 22:10:39.097547,49.389410377701815,Operator_14,Pass,None,,False
BATCH_7153,Material Application,MACHINE_01,2025-09-08 14:21:15.732924,2025-09-08 14:54:38.750858,33.38363223502641,Operator_11,Fail,Crack,,True
BATCH_7153,Blanking,MACHINE_02,2025-09-08 14:51:15.732924,2025-09-08 15:14:11.589661,22.930945623161314,Operator_11,Scrap,None,,True
BATCH_7153,Laser Cutting,MACHINE_03,2025-09-08 15:21:15.732924,2025-09-08 16:01:30.143830,40.24018177486282,Operator_15,Pass,None,,False
BATCH_7153,CNC Punching,MACHINE_04,2025-09-08 15:51:15.732924,2025-09-08 16:42:51.179341,51.59077362446354,Operator_4,Fail,Misalignment,,False
BATCH_7153,Press Brake Bending,MACHINE_05,2025-09-08 16:21:15.732924,2025-09-08 17:09:07.709190,47.86627110284238,Operator_7,Pass,None,,True
BATCH_7153,Fitter Riveting,MACHINE_06,2025-09-08 16:51:15.732924,2025-09-08 17:01:07.012639,9.854661918965805,Operator_17,Fail,None,,True
BATCH_7153,Welding,MACHINE_07,2025-09-08 17:21:15.732924,2025-09-08 17:47:09.122687,25.889829390949068,Operator_6,Scrap,None,,True
BATCH_7153,Polishing,MACHINE_08,2025-09-08 17:51:15.732924,2025-09-08 18:03:35.751171,12.33363744271039,Operator_9,Pass,None,,True
BATCH_7153,Surface Treatment,MACHINE_09,2025-09-08 18:21:15.732924,2025-09-08 19:12:45.301254,51.4928054946009,Operator_10,Scrap,None,,True
BATCH_7153,Semi-finished Inspection,MACHINE_10,2025-09-08 18:51:15.732924,2025-09-08 19:41:37.663240,50.3655052628158,Operator_10,Fail,None,,True
BATCH_7153,Silk Printing,MACHINE_11,2025-09-08 19:21:15.732924,2025-09-08 19:31:59.575680,10.730712592865833,Operator_6,Scrap,None,,True
BATCH_7153,Final Assembly,MACHINE_12,2025-09-08 19:51:15.732924,2025-09-08 20:37:04.626946,45.814900367795126,Operator_10,Pass,None,,True
BATCH_7153,Quality Inspection,MACHINE_13,2025-09-08 20:21:15.732924,2025-09-08 21:04:09.949807,42.903614709677186,Operator_18,Fail,None,,True
BATCH_7153,Warehousing,MACHINE_14,2025-09-08 20:51:15.732924,2025-09-08 21:17:33.138259,26.29008891883634,Operator_5,Scrap,None,,True
BATCH_7153,Shipment,MACHINE_15,2025-09-08 21:21:15.732924,2025-09-08 22:20:59.619665,59.73144568606058,Operator_12,Fail,Crack,,False
BATCH_8028,Material Application,MACHINE_01,2025-09-08 14:21:15.732924,2025-09-08 15:21:05.927571,59.836577451918906,Operator_9,Scrap,None,,False
BATCH_8028,Blanking,MACHINE_02,2025-09-08 14:51:15.732924,2025-09-08 15:26:30.466512,35.24555980243066,Operator_7,Pass,None,,True
BATCH_8028,Laser Cutting,MACHINE_03,2025-09-08 15:21:15.732924,2025-09-08 15:31:32.846921,10.285233280311193,Operator_14,Scrap,None,,False
BATCH_8028,CNC Punching,MACHINE_04,2025-09-08 15:51:15.732924,2025-09-08 16:03:41.585066,12.430869027746033,Operator_2,Fail,None,,True
BATCH_8028,Press Brake Bending,MACHINE_05,2025-09-08 16:21:15.732924,2025-09-08 16:27:21.095257,6.089372217606985,Operator_11,Scrap,None,,True
BATCH_8028,Fitter Riveting,MACHINE_06,2025-09-08 16:51:15.732924,2025-09-08 17:13:04.386698,21.810896225596007,Operator_15,Fail,None,,False
BATCH_8028,Welding,MACHINE_07,2025-09-08 17:21:15.732924,2025-09-08 17:56:08.435493,34.878376150079745,Operator_5,Pass,None,,True
BATCH_8028,Polishing,MACHINE_08,2025-09-08 17:51:15.732924,2025-09-08 18:41:00.556452,49.74705879338589,Operator_10,Pass,None,,False
BATCH_8028,Surface Treatment,MACHINE_09,2025-09-08 18:21:15.732924,2025-09-08 18:28:57.885214,7.702538164482506,Operator_20,Fail,None,,False
BATCH_8028,Semi-finished Inspection,MACHINE_10,2025-09-08 18:51:15.732924,2025-09-08 19:29:45.810974,38.50130082527778,Operator_2,Fail,None,,True
BATCH_8028,Silk Printing,MACHINE_11,2025-09-08 19:21:15.732924,2025-09-08 19:36:07.827273,14.868239151889302,Operator_5,Pass,None,,True
BATCH_8028,Final Assembly,MACHINE_12,2025-09-08 19:51:15.732924,2025-09-08 20:46:38.880276,55.385789191852766,Operator_19,Fail,None,,False
BATCH_8028,Quality Inspection,MACHINE_13,2025-09-08 20:21:15.732924,2025-09-08 20:29:01.873559,7.769010581111109,Operator_8,Fail,None,,True
BATCH_8028,Warehousing,MACHINE_14,2025-09-08 20:51:15.732924,2025-09-08 21:06:13.692661,14.965995621163295,Operator_7,Pass,None,,False
BATCH_8028,Shipment,MACHINE_15,2025-09-08 21:21:15.732924,2025-09-08 21:30:04.522709,8.813163083991572,Operator_14,Pass,None,,True
BATCH_3125,Material Application,MACHINE_01,2025-09-08 14:21:15.732924,2025-09-08 14:31:29.759169,10.23377075745212,Operator_18,Scrap,None,,True
BATCH_3125,Blanking,MACHINE_02,2025-09-08 14:51:15.732924,2025-09-08 15:25:04.293618,33.809344904574225,Operator_3,Pass,None,,False
BATCH_3125,Laser Cutting,MACHINE_03,2025-09-08 15:21:15.732924,2025-09-08 15:51:32.516404,30.279724661172192,Operator_7,Fail,None,,False
BATCH_3125,CNC Punching,MACHINE_04,2025-09-08 15:51:15.732924,2025-09-08 16:25:49.002470,34.55449243884311,Operator_4,Scrap,None,,False
BATCH_3125,Press Brake Bending,MACHINE_05,2025-09-08 16:21:15.732924,2025-09-08 16:36:32.658151,15.28208711940815,Operator_19,Pass,Burr,,True
BATCH_3125,Fitter Riveting,MACHINE_06,2025-09-08 16:51:15.732924,2025-09-08 17:41:48.973795,50.55401452097782,Operator_17,Fail,None,,True
BATCH_3125,Welding,MACHINE_07,2025-09-08 17:21:15.732924,2025-09-08 17:58:00.214828,36.74136505987714,Operator_12,Scrap,None,,False
BATCH_3125,Polishing,MACHINE_08,2025-09-08 17:51:15.732924,2025-09-08 18:01:15.221615,9.991478178552615,Operator_6,Scrap,None,,True
BATCH_3125,Surface Treatment,MACHINE_09,2025-09-08 18:21:15.732924,2025-09-08 19:00:31.988993,39.27093447757902,Operator_13,Fail,None,,False
BATCH_3125,Semi-finished Inspection,MACHINE_10,2025-09-08 18:51:15.732924,2025-09-08 19:03:59.471242,12.728971966260197,Operator_17,Pass,None,,False
BATCH_3125,Silk Printing,MACHINE_11,2025-09-08 19:21:15.732924,2025-09-08 19:31:20.603959,10.081183912693245,Operator_4,Fail,None,,True
BATCH_3125,Final Assembly,MACHINE_12,2025-09-08 19:51:15.732924,2025-09-08 20:45:42.018008,54.43808474141893,Operator_3,Fail,Crack,,False
